,Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,valuation,funding,investors
524,Eightfold.ai,$2B,2020-10-27,Internet software & services,Santa Clara,United States,North America,2016,$397M,"Foundation Capital, Institutional Venture Partners, General Catalyst",2000000000,397000000,"['Foundation Capital', ' Institutional Venture Partners', ' General Catalyst']"
525,FirstCry,$2B,2020-02-07,E-commerce & direct-to-consumer,Pune,India,Asia,2010,$441M,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",2000000000,441000000,"['SoftBank Group', ' SAIF Partners India', ' Valiant Capital Partners']"
526,Forto,$2B,2021-06-21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,$593M,"Cherry Ventures, Northzone Ventures, Global Founders Capital",2000000000,593000000,"['Cherry Ventures', ' Northzone Ventures', ' Global Founders Capital']"
527,GoCardless,$2B,2022-02-08,Fintech,London,United Kingdom,Europe,2011,$529M,"Accel, Passion Capital, Balderton Capital",2000000000,529000000,"['Accel', ' Passion Capital', ' Balderton Capital']"
528,InVision,$2B,2017-11-01,Internet software & services,New York,United States,North America,2011,$349M,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",2000000000,349000000,"['FirstMark Capital', ' Tiger Global Management', ' ICONIQ Capital']"
529,Jeeves,$2B,2022-03-14,Fintech,Orlando,United States,North America,2019,$268M,"Tencent Holdings, CRV, Clocktower Technology Ventures",2000000000,268000000,"['Tencent Holdings', ' CRV', ' Clocktower Technology Ventures']"
530,Medable,$2B,2021-10-26,Internet software & services,Palo Alto,United States,North America,2013,$507M,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",2000000000,507000000,"['GSR Ventures', ' Sapphire Ventures', ' Streamlined Ventures']"
531,Moveworks,$2B,2021-06-30,Artificial Intelligence,Mountain View,United States,North America,2016,$305M,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",2000000000,305000000,"['Lightspeed Venture Partners', ' Sapphire Ventures', ' Kleiner Perkins Caufield & Byers']"
532,MX Technologies,$2B,2021-01-13,Fintech,Lehi,United States,North America,2010,$450M,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",2000000000,450000000,"['Point72 Ventures', ' Pelion Venture Partners', ' Commerce Ventures']"
533,PayFit,$2B,2022-01-06,Fintech,London,United Kingdom,Europe,2016,$496M,"Accel, frst, Kima Ventures",2000000000,496000000,"['Accel', ' frst', ' Kima Ventures']"
534,ReCharge,$2B,2021-05-06,Fintech,Los Angeles,United States,North America,2017,$277M,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",2000000000,277000000,"['ICONIQ Growth', ' Bain Capital Ventures', ' Summit Partners']"
535,Roofstock,$2B,2022-03-10,Fintech,Oakland,United States,North America,2015,$365M,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners",2000000000,365000000,"['Khosla Ventures', ' Bain Capital Ventures', ' Lightspeed Venture Partners']"
536,Urban Company,$2B,2021-04-27,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,$371M,"VY Capital, Accel, Elevation Capital",2000000000,371000000,"['VY Capital', ' Accel', ' Elevation Capital']"
537,Rokt,$2B,2021-12-16,Internet software & services,New York,United States,North America,2012,$487M,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",2000000000,487000000,"['Square Peg Capital', ' TDM Growth Partners', ' Tiger Global Management']"
538,Starling Bank,$2B,2021-03-08,Fintech,London,United Kingdom,Europe,2014,$791M,"JTC Group, Qatar Investment Authority, Fidelity Investment",2000000000,791000000,"['JTC Group', ' Qatar Investment Authority', ' Fidelity Investment']"
539,Ankorstore,$2B,2022-01-10,E-commerce & direct-to-consumer,Paris,France,Europe,2019,$422M,"Global Founders Capital, Aglae Ventures, Alven Capital",2000000000,422000000,"['Global Founders Capital', ' Aglae Ventures', ' Alven Capital']"
540,4Paradigm,$2B,2018-12-19,Artificial Intelligence,Beijing,China,Asia,2015,$1B,"Sequoia Capital China, China Construction Bank, Bank of China",2000000000,1000000000,"['Sequoia Capital China', ' China Construction Bank', ' Bank of China']"
541,Advance Intelligence Group,$2B,2021-09-23,Artificial Intelligence,Unknown,Singapore,Asia,2016,$536M,"Vision Plus Capital, GSR Ventures, ZhenFund",2000000000,536000000,"['Vision Plus Capital', ' GSR Ventures', ' ZhenFund']"
542,Aiven,$2B,2021-10-18,Internet software & services,Helsinki,Finland,Europe,2016,$210M,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",2000000000,210000000,"['Institutional Venture Partners', ' Atomico', ' Earlybird Venture Capital']"
543,Akulaku,$2B,2022-02-15,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,$438M,"DCM Ventures, IDG Capital, Siam Commercial Bank",2000000000,438000000,"['DCM Ventures', ' IDG Capital', ' Siam Commercial Bank']"
544,Apeel Sciences,$2B,2020-05-26,Other,Goleta,United States,North America,2012,$640M,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",2000000000,640000000,"['Upfront Ventures', ' Tao Capital Partners', ' Andreessen Horowitz']"
545,AppsFlyer,$2B,2020-01-21,Mobile & telecommunications,San Francisco,United States,North America,2011,$293M,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2000000000,293000000,"['Magma Venture Partners', ' Pitango Venture Capital', ' Qumra Capital']"
546,Avant,$2B,2012-12-17,Artificial Intelligence,Chicago,United States,North America,2012,$658M,"RRE Ventures, Tiger Global, August Capital",2000000000,658000000,"['RRE Ventures', ' Tiger Global', ' August Capital']"
547,Aviatrix,$2B,2021-09-08,Internet software & services,Santa Clara,United States,North America,2014,$341M,"Ignition Partners, Formation 8, CRV",2000000000,341000000,"['Ignition Partners', ' Formation 8', ' CRV']"
548,BlaBlaCar,$2B,2015-09-16,Auto & transportation,Paris,France,Europe,2006,$449M,"Accel Partners, Index Ventures, Insight Venture Partners",2000000000,449000000,"['Accel Partners', ' Index Ventures', ' Insight Venture Partners']"
549,Black Sesame Technologies,$2B,2021-09-22,Artificial Intelligence,Shanghai,China,Asia,2016,$115M,"Northern Light Venture Capital, Xiaomi, FutureX Capital",2000000000,115000000,"['Northern Light Venture Capital', ' Xiaomi', ' FutureX Capital']"
550,Bunq,$2B,2021-06-18,Fintech,Amsterdam,Netherlands,Europe,2013,$281M,Undisclosed,2000000000,281000000,['Undisclosed']
551,Calm,$2B,2019-02-06,Consumer & retail,San Francisco,United States,North America,2012,$218M,"Insight Venture Partners, TPG Growth, Sound Ventures",2000000000,218000000,"['Insight Venture Partners', ' TPG Growth', ' Sound Ventures']"
552,Chipper Cash,$2B,2021-05-31,Fintech,San Francisco,United States,North America,2017,$302M,"Deciens Capital, Bezos Expeditions, 500 Startups",2000000000,302000000,"['Deciens Capital', ' Bezos Expeditions', ' 500 Startups']"
553,Clearco,$2B,2021-04-20,Fintech,Toronto,Canada,North America,2015,$433M,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",2000000000,433000000,"['Highland Capital Partners', ' Oak HC/FT Partners', ' Emergence Capital Partners']"
554,ClickHouse,$2B,2021-10-28,Data management & analytics,Portola Valley,United States,North America,2021,$300M,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",2000000000,300000000,"['Lightspeed Venture Partners', ' Almaz Capital Partners', ' Altimeter Capital']"
555,Clip,$2B,2021-06-10,Fintech,Mexico City,Mexico,North America,2012,$381M,"Alta Ventures Mexico, General Atlantic, SoftBank Group",2000000000,381000000,"['Alta Ventures Mexico', ' General Atlantic', ' SoftBank Group']"
556,Cloudinary,$2B,2022-02-15,Internet software & services,Santa Clara,United States,North America,2011,$100M,"Blackstone, Bessemer Venture Partners",2000000000,100000000,"['Blackstone', ' Bessemer Venture Partners']"
557,Deliverr,$2B,2021-11-22,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,$456M,"8VC, Activant Capital, GLP Capital Partners",2000000000,456000000,"['8VC', ' Activant Capital', ' GLP Capital Partners']"
558,Divvy Homes,$2B,2021-08-13,Fintech,San Francisco,United States,North America,2017,$370M,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",2000000000,370000000,"['Andreessen Horowitz', ' Caffeinated Capital', ' SciFi VC']"
559,Dremio,$2B,2021-01-06,Data management & analytics,Santa Clara,United States,North America,2015,$410M,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",2000000000,410000000,"['Lightspeed Venture Partners', ' Redpoint Ventures', ' Norwest Venture Partners']"
560,Druva,$2B,2019-06-20,Data management & analytics,Sunnyvale,United States,North America,2007,$475M,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",2000000000,475000000,"['Nexus Venture Partners', ' Tenaya Capital', ' Sequoia Capital']"
561,Everlaw,$2B,2020-03-10,Internet software & services,Oakland,United States,North America,2010,$299M,"K9 Ventures, Menlo Ventures, Andreessen Horowitz",2000000000,299000000,"['K9 Ventures', ' Menlo Ventures', ' Andreessen Horowitz']"
562,Exotec,$2B,2022-01-17,Hardware,Croix,France,Europe,2015,$450M,"Breega Capital, Iris Capital, 360 Capital Partners",2000000000,450000000,"['Breega Capital', ' Iris Capital', ' 360 Capital Partners']"
563,Formlabs,$2B,2018-08-01,Hardware,Somerville,United States,North America,2011,$251M,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2000000000,251000000,"['Pitango Venture Capital', ' DFJ Growth Fund', ' Foundry Group']"
564,Guoquan Shihui,$2B,2021-03-17,Consumer & retail,Shanghai,China,Asia,2017,$523M,"Tiantu Capital, CMB International Capital, Vision Knight Capital",2000000000,523000000,"['Tiantu Capital', ' CMB International Capital', ' Vision Knight Capital']"
565,Hive,$2B,2021-04-21,Artificial Intelligence,San Francisco,United States,North America,2013,$121M,"Tomales Bay Capital, Bain & Company, General Catalyst",2000000000,121000000,"['Tomales Bay Capital', ' Bain & Company', ' General Catalyst']"
566,HuiMin,$2B,2016-09-05,E-commerce & direct-to-consumer,Beijing,China,Asia,2013,$517M,"Zheshang Venture Capital, GP Capital, Western Capital Management",2000000000,517000000,"['Zheshang Venture Capital', ' GP Capital', ' Western Capital Management']"
567,ISN,$2B,2020-12-17,"Supply chain, logistics, & delivery",Dallas,United States,North America,2001,Unknown,Blackstone,2000000000,0,['Blackstone']
568,Iterable,$2B,2021-06-15,Internet software & services,San Francisco,United States,North America,2013,$342M,"CRV, Blue Cloud Ventures, Index Ventures",2000000000,342000000,"['CRV', ' Blue Cloud Ventures', ' Index Ventures']"
569,Kajabi,$2B,2021-05-04,Internet software & services,Irvine,United States,North America,2010,$550M,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",2000000000,550000000,"['Meritech Capital Partners', ' Tiger Global Management', ' Spectrum Equity']"
570,Kaseya,$2B,2019-03-27,Cybersecurity,Miami,United States,North America,2000,$545M,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2000000000,545000000,"['Insight Partners', ' TPG Alternative & Renewable Technologies', ' Ireland Strategic Investment Fund']"
571,Keep,$2B,2020-05-19,Mobile & telecommunications,Beijing,China,Asia,2014,$614M,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",2000000000,614000000,"['Bertelsmann Asia Investments', ' GGV Capital', ' Morningside Venture Capital']"
572,KRY,$2B,2021-04-27,Health,Stockholm,Sweden,Europe,2014,$569M,"Index Ventures, Creandum, Accel",2000000000,569000000,"['Index Ventures', ' Creandum', ' Accel']"
573,Loggi,$2B,2019-06-05,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2013,$507M,"Qualcomm Ventures, SoftBank Group, Monashees+",2000000000,507000000,"['Qualcomm Ventures', ' SoftBank Group', ' Monashees+']"
574,LTK,$2B,2021-11-22,Internet software & services,Dallas,United States,North America,2011,$315M,"SoftBank Group, Maverick Capital",2000000000,315000000,"['SoftBank Group', ' Maverick Capital']"
575,Lunar,$2B,2021-07-12,Fintech,Aarhus,Denmark,Europe,2015,$448M,"SEED Capital, Greyhound Capital, Socii Capital",2000000000,448000000,"['SEED Capital', ' Greyhound Capital', ' Socii Capital']"
576,Mafengwo,$2B,2019-05-23,Travel,Beijing,China,Asia,2010,$503M,"Qiming Venture Partners, Capital Today, General Atlantic",2000000000,503000000,"['Qiming Venture Partners', ' Capital Today', ' General Atlantic']"
577,Magic Leap,$2B,2014-10-21,Hardware,Plantation,United States,North America,2010,$3B,"Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz",2000000000,3000000000,"['Obvious Ventures', ' Qualcomm Ventures', ' Andreessen Horowitz']"
578,Misfits Market,$2B,2021-04-21,E-commerce & direct-to-consumer,Pennsauken,United States,North America,2018,$527M,"Accel, D1 Capita Partners, Greenoaks Capital Management",2000000000,527000000,"['Accel', ' D1 Capita Partners', ' Greenoaks Capital Management']"
579,Modern Treasury,$2B,2021-10-06,Fintech,San Francisco,United States,North America,2018,$183M,"Benchmark, Altimeter Capital, Quiet Capital",2000000000,183000000,"['Benchmark', ' Altimeter Capital', ' Quiet Capital']"
580,MURAL,$2B,2021-07-20,Internet software & services,San Francisco,United States,North America,2011,$192M,"Insight Partners, Tiger Global Management, Gradient Ventures",2000000000,192000000,"['Insight Partners', ' Tiger Global Management', ' Gradient Ventures']"
581,Mynt,$2B,2021-11-01,Fintech,Taguig City,Philippines,Asia,2015,$475M,"Insight Partners, Warburg Pincus, Ayala Corporation",2000000000,475000000,"['Insight Partners', ' Warburg Pincus', ' Ayala Corporation']"
582,Neo4j,$2B,2021-06-17,Data management & analytics,San Mateo,United States,North America,2007,$408M,"Eight Roads Ventures, One Peak Partners, Creandum",2000000000,408000000,"['Eight Roads Ventures', ' One Peak Partners', ' Creandum']"
583,Netlify,$2B,2021-11-17,Internet software & services,San Francisco,United States,North America,2014,$202M,"Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures",2000000000,202000000,"['Andreessen Horowitz', ' Kleiner Perkins Caufield & Byers', ' EQT Ventures']"
584,OCSiAl,$2B,2019-03-04,Other,Leudelange,Luxembourg,Europe,2012,$285M,"A&NN, Rusnano",2000000000,285000000,"['A&NN', ' Rusnano']"
585,Opay,$2B,2021-08-23,Fintech,Lagos,Nigeria,Africa,2018,$570M,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2000000000,570000000,"['Sequoia Capital China', ' Source Code Capital', ' Redpoint Ventures China']"
586,Pipe,$2B,2021-05-19,Fintech,Miami,United States,North America,2019,$566M,"next47, MaC Venture Capital, FinVC",2000000000,566000000,"['next47', ' MaC Venture Capital', ' FinVC']"
587,Preferred Networks,$2B,2018-05-17,Artificial Intelligence,Tokyo,Japan,Asia,2014,$147M,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2000000000,147000000,"['Toyota Motor Corporation', ' Mizuho Financial Group', ' FANUC']"
588,Quora,$2B,2017-04-21,Internet software & services,Mountain View,United States,North America,2009,$226M,"Y Combinator, Matrix Partners, Benchmark",2000000000,226000000,"['Y Combinator', ' Matrix Partners', ' Benchmark']"
589,Redis Labs,$2B,2020-08-25,Data management & analytics,Mountain View,United States,North America,2011,$356M,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",2000000000,356000000,"['Viola Ventures', ' Dell Technologies Capital', ' Bain Capital Ventures']"
590,SmartNews,$2B,2019-08-05,Mobile & telecommunications,Tokyo,Japan,Asia,2012,$410M,"Japan Post Capital, Globis Capital Partners, Atomico",2000000000,410000000,"['Japan Post Capital', ' Globis Capital Partners', ' Atomico']"
591,Spring Health,$2B,2021-09-16,Health,New York,United States,North America,2016,$296M,"Rethink Impact, Work-Bench, RRE Ventures",2000000000,296000000,"['Rethink Impact', ' Work-Bench', ' RRE Ventures']"
592,StarkWare,$2B,2021-11-17,Cybersecurity,Netanya,Israel,Asia,2018,$161M,"Sequoia Capital, Paradigm, Pantera Capital",2000000000,161000000,"['Sequoia Capital', ' Paradigm', ' Pantera Capital']"
593,SWORD Health,$2B,2021-11-22,Health,New York,United States,North America,2015,$296M,"Khosla Ventures, Green Innovations, Founders Fund",2000000000,296000000,"['Khosla Ventures', ' Green Innovations', ' Founders Fund']"
594,Tier,$2B,2021-10-25,Travel,Berlin,Germany,Europe,2018,$587M,"Northzone Ventures, White Star Capital, Novator Partners",2000000000,587000000,"['Northzone Ventures', ' White Star Capital', ' Novator Partners']"
595,Trendy Group International,$2B,2012-02-13,Consumer & retail,Kowloon,Hong Kong,Asia,1999,$200M,L Capital Partners,2000000000,200000000,['L Capital Partners']
596,Unqork,$2B,2020-10-06,Fintech,New York,United States,North America,2017,$365M,"Blackrock, capitalG, World Lab Innovation",2000000000,365000000,"['Blackrock', ' capitalG', ' World Lab Innovation']"
597,VerbIT,$2B,2021-06-08,Artificial Intelligence,New York,United States,North America,2016,$432M,"ClalTech, Vertex Ventures, Oryzn Capital",2000000000,432000000,"['ClalTech', ' Vertex Ventures', ' Oryzn Capital']"
598,Virta Health,$2B,2020-12-02,Health,San Francisco,United States,North America,2015,$373M,"Caffeinated Capital, Obvious Ventures, Venrock",2000000000,373000000,"['Caffeinated Capital', ' Obvious Ventures', ' Venrock']"
599,Xinchao Media,$2B,2018-04-09,Internet software & services,Chengdu,China,Asia,2007,$768M,"JD.com, Baidu, Vision Plus Capital",2000000000,768000000,"['JD.com', ' Baidu', ' Vision Plus Capital']"
600,Xingyun Group,$2B,2020-09-24,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,$950M,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",2000000000,950000000,"['Matrix Partners China', ' Eastern Bell Capital', ' Hongtai Capital Holdings']"
601,XtalPi,$2B,2021-08-11,Artificial Intelligence,Shenzhen,China,Asia,2014,$786M,"Tencent Holdings, 5Y Capital, Sequoia Capital China",2000000000,786000000,"['Tencent Holdings', ' 5Y Capital', ' Sequoia Capital China']"
602,Zilch,$2B,2021-11-10,Fintech,London,United Kingdom,Europe,2018,$339M,"Gauss Ventures, Ventura Capital, dmg ventures",2000000000,339000000,"['Gauss Ventures', ' Ventura Capital', ' dmg ventures']"
603,56PINGTAI,$1B,2021-01-25,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,$188M,"QF Capital, QC Capital, Unicom Innovation Venture Capital",1000000000,188000000,"['QF Capital', ' QC Capital', ' Unicom Innovation Venture Capital']"
604,Alzheon,$1B,2020-09-30,Health,Framingham,United States,North America,2013,$94M,"ARCH Venture Partners, Ally Bridge Group",1000000000,94000000,"['ARCH Venture Partners', ' Ally Bridge Group']"
605,Aprogen,$1B,2019-05-31,Health,Seongnam-Si,South Korea,Asia,2000,$62M,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",1000000000,62000000,"['Lindeman Asia Investment', ' Nichi-Iko Pharmaceutical']"
606,Axtria,$1B,2021-05-13,Data management & analytics,Berkeley Heights,United States,North America,2009,$206M,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",1000000000,206000000,"['Helion Venture Partners', ' Bain Capital Tech Opportunities', ' Sequoia Capital India']"
607,Cell C,$1B,2017-08-07,Mobile & telecommunications,Midrand,South Africa,Africa,2000,$547M,"Blue Label Telecoms, Net1 UEPS Technologies",1000000000,547000000,"['Blue Label Telecoms', ' Net1 UEPS Technologies']"
608,China Cloud,$1B,2018-06-11,Hardware,Wuxi,China,Asia,2010,$523M,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",1000000000,523000000,"['V Star Capital', ' GF Xinde Investment Management Co.', ' Haitong Leading Capital Management']"
609,CredAvenue,$1B,2022-03-07,Fintech,Chennai,India,Asia,2017,$227M,"Insight Partners, B Capital Group, Lightspeed Venture Partners",1000000000,227000000,"['Insight Partners', ' B Capital Group', ' Lightspeed Venture Partners']"
610,DeepBlue Technology,$1B,2018-04-16,Artificial Intelligence,Shanghai,China,Asia,2014,$79M,"DESUN Capital, Yunfeng Capital, Meridian Capital",1000000000,79000000,"['DESUN Capital', ' Yunfeng Capital', ' Meridian Capital']"
611,dMed Biopharmaceutical,$1B,2021-07-12,Health,Shanghai,China,Asia,2016,$214M,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",1000000000,214000000,"['Qiming Venture Partners', ' Vivo Capital', ' Sequoia Capital China']"
612,Einride,$1B,2021-12-31,Auto & transportation,Stockholm,Sweden,Europe,2016,$151M,"Temasek, BUILD Capital Partners, Northzone Ventures",1000000000,151000000,"['Temasek', ' BUILD Capital Partners', ' Northzone Ventures']"
613,EQRx,$1B,2021-01-11,Health,Cambridge,United States,North America,2020,$700M,"Nextech Invest, Casdin Capital, Google Ventures",1000000000,700000000,"['Nextech Invest', ' Casdin Capital', ' Google Ventures']"
614,Everly Health,$1B,2020-12-03,E-commerce & direct-to-consumer,Austin,United States,North America,2015,$231M,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",1000000000,231000000,"['Highland Capital Partners', ' Next Coast Ventures', ' SoGal Ventures']"
615,Fair,$1B,2018-12-20,Auto & transportation,Santa Monica,United States,North America,2016,$2B,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",1000000000,2000000000,"['CreditEase Fintech Investment Fund', ' BMW i Ventures', ' SoftBank Group']"
616,Flipboard,$1B,2015-07-22,Internet software & services,Palo Alto,United States,North America,2010,$211M,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",1000000000,211000000,"['Kleiner Perkins Caufield & Byers', ' Comcast Ventures', ' Insight Partners']"
617,Globality,$1B,2019-01-22,Artificial Intelligence,Menlo Park,United States,North America,2015,$310M,SoftBank Group,1000000000,310000000,['SoftBank Group']
618,Hosjoy,$1B,2018-10-18,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,$139M,"U.S.-China Green Fund, Founder H Fund, Richland Equities",1000000000,139000000,"['U.S.-China Green Fund', ' Founder H Fund', ' Richland Equities']"
619,Huisuanzhang,$1B,2021-05-24,Fintech,Beijing,China,Asia,2015,$227M,"IDG Capital, Gaocheng Capital, Chuanrong Capital",1000000000,227000000,"['IDG Capital', ' Gaocheng Capital', ' Chuanrong Capital']"
620,HuJiang,$1B,2015-10-29,Edtech,Shanghai,China,Asia,2001,$223M,"China Minsheng Investment, Baidu, Wanxin Media",1000000000,223000000,"['China Minsheng Investment', ' Baidu', ' Wanxin Media']"
621,Hyperchain,$1B,2021-04-11,Fintech,Hangzhou,China,Asia,2016,$249M,"Yinhong Equity Investment Fund, E Fund, Ideal International",1000000000,249000000,"['Yinhong Equity Investment Fund', ' E Fund', ' Ideal International']"
622,iTutorGroup,$1B,2015-11-18,Edtech,Shanghai,China,Asia,1998,$315M,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",1000000000,315000000,"['QiMing Venture Partners', ' Temasek Holdings', ' Silverlink Capital']"
623,JimuBox,$1B,2015-04-21,Fintech,Beijing,China,Asia,2013,$131M,"Matrix Partners China, Ventech China, Shunwei Capital Partners",1000000000,131000000,"['Matrix Partners China', ' Ventech China', ' Shunwei Capital Partners']"
624,Juma Peisong,$1B,2018-11-26,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,$281M,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",1000000000,281000000,"['Ding Xiang Capital', ' New Hope Fund', ' Sino-Ocean Capital']"
625,Justworks,$1B,2020-01-28,Internet software & services,New York,United States,North America,2012,$143M,"Index Ventures, Thrive Capital, Bain Capital Ventures",1000000000,143000000,"['Index Ventures', ' Thrive Capital', ' Bain Capital Ventures']"
626,Keenon Robotics,$1B,2021-09-15,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,$229M,"Yunqi Partners, SoftBank Group, iVision Ventures",1000000000,229000000,"['Yunqi Partners', ' SoftBank Group', ' iVision Ventures']"
627,Kuaigou Dache,$1B,2018-07-13,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,$650M,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",1000000000,650000000,"['Sequoia Capital China', ' InnoVision Capital', ' Qianhai Fund of Funds']"
628,LifeMiles,$1B,2015-07-13,Other,Bogota,Colombia,South America,2011,$344M,Advent International,1000000000,344000000,['Advent International']
629,LinkSure Network,$1B,2015-01-01,Mobile & telecommunications,Shanghai,China,Asia,2013,$52M,Unknown,1000000000,52000000,['Unknown']
630,MobiKwik,$1B,2021-10-13,Fintech,Gurugram,India,Asia,2009,$249M,"Sequoia Capital India, The Times Group, GMO VenturePartners",1000000000,249000000,"['Sequoia Capital India', ' The Times Group', ' GMO VenturePartners']"
631,Modernizing Medicine,$1B,2017-05-10,Health,Boca Raton,United States,North America,2010,$394M,"Warburg Pincus, Summit Partners, Sands Capital",1000000000,394000000,"['Warburg Pincus', ' Summit Partners', ' Sands Capital']"
632,OVH,$1B,2016-08-15,Other,Roubaix,France,Europe,1999,$1B,"KKR, TowerBrook Capital Partners",1000000000,1000000000,"['KKR', ' TowerBrook Capital Partners']"
633,Phenom People,$1B,2021-04-07,Internet software & services,Ambler,United States,North America,2011,$163M,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",1000000000,163000000,"['Sierra Ventures', ' AXA Venture Partners', ' Sigma Prime Ventures']"
634,Pipa Coding,$1B,2021-03-25,Edtech,Beijing,China,Asia,2017,$268M,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",1000000000,268000000,"['Source Code Capital', ' XVC Venture Capital', ' Hillhouse Capital Management']"
635,Qingting FM,$1B,2021-06-02,Internet software & services,Shanghai,China,Asia,2011,$164M,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",1000000000,164000000,"['China Culture Industrial Investment Fund', ' We Capital', ' China Minsheng Investment Group']"
636,Rad Power Bikes,$1B,2021-10-28,Auto & transportation,Seattle,United States,North America,2007,$329M,"Durable Capital Partners, Cercano Management, T. Rowe Price",1000000000,329000000,"['Durable Capital Partners', ' Cercano Management', ' T. Rowe Price']"
637,Shukun Technology,$1B,2021-08-16,Artificial Intelligence,Beijing,China,Asia,2017,$211M,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",1000000000,211000000,"['Marathon Venture Partners', ' Huagai Capital', ' China Creation Ventures']"
638,Shulan Health,$1B,2021-03-01,Health,Hangzhou,China,Asia,2015,$43M,Qiming Venture Partners,1000000000,43000000,['Qiming Venture Partners']
639,SITECH DEV,$1B,2019-05-16,Other,Guiyang,China,Asia,2017,Unknown,China Prosperity Capital,1000000000,0,['China Prosperity Capital']
640,Snapdeal,$1B,2014-05-21,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,$2B,"SoftBankGroup, Blackrock, Alibaba Group",1000000000,2000000000,"['SoftBankGroup', ' Blackrock', ' Alibaba Group']"
641,SumUp,$1B,2019-07-16,Fintech,London,United Kingdom,Europe,2011,$1B,"American Express Ventures, Goldman Sachs, Bain Capital Credit",1000000000,1000000000,"['American Express Ventures', ' Goldman Sachs', ' Bain Capital Credit']"
642,TalkingData,$1B,2021-01-06,Mobile & telecommunications,Beijing,China,Asia,2013,$310M,"N5 Capital, CR Capital Mgmt, JD Digits",1000000000,310000000,"['N5 Capital', ' CR Capital Mgmt', ' JD Digits']"
643,TUNGEE,$1B,2021-12-15,Artificial Intelligence,Guangzhou,China,Asia,2016,$171M,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",1000000000,171000000,"['UNITY VENTURES', ' Qiming Venture Partners', ' GGV Capital']"
644,UISEE Technology,$1B,2021-01-25,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,$154M,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",1000000000,154000000,"['Shenzhen Capital Group', ' Robert Bosch Venture Capital', ' SeptWolves Ventures']"
645,Valgen Medtech,$1B,2021-05-06,Health,Hangzhou,China,Asia,2015,$188M,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",1000000000,188000000,"['Sequoia Capital China', ' China Life Investment Holding Company', ' Qiming Venture Partners']"
